Date,Open,High,Low,Close,Adj Close,Volume
2016-07-05,41.338913,45.472805,40.497910,40.669456,39.906654,7445700
2016-07-06,39.389122,40.669456,38.736401,39.958160,39.208710,8014300
2016-07-07,39.849373,40.167362,39.619247,39.949791,39.200500,6556700
2016-07-08,40.133892,42.351463,39.774059,42.008369,41.220463,5071000
2016-07-11,41.179916,42.870293,40.987446,42.778244,41.975903,7220500
2016-07-12,42.677826,42.728035,42.058578,42.317993,41.524284,6635700
2016-07-13,42.317993,42.761505,41.698746,42.359833,41.565338,5813300
2016-07-14,42.117153,43.297070,41.799164,43.154812,42.345406,4160500
2016-07-15,43.330544,43.439331,42.351463,42.870293,42.066219,4409300
2016-07-18,42.485355,43.163181,42.267784,42.920502,42.115498,1861200
2016-07-19,42.711296,43.146442,42.209206,43.138077,42.328991,2335900
2016-07-20,43.380753,43.447701,41.849373,42.125523,41.335415,4005300
2016-07-21,42.175732,42.359833,41.832638,42.041840,41.253307,3620700
2016-07-22,41.841003,42.083683,41.246861,41.338913,40.563560,2928500
2016-07-25,41.188286,41.380753,40.050209,40.987446,40.218689,3638500
2016-07-26,40.635983,41.355648,40.401672,41.238495,40.465034,1877800
2016-07-27,41.071129,41.422596,40.765690,40.937237,40.169422,1946200
2016-07-28,40.786610,41.079498,40.456066,40.711296,39.947720,3493100
2016-07-29,40.552299,40.836819,40.175732,40.343098,39.586426,5358500
2016-08-01,40.259415,40.594143,39.824268,40.000000,39.249763,3562300
2016-08-02,39.748955,40.184101,39.481171,39.748955,39.003429,3904400
2016-08-03,39.748955,41.405857,39.623432,41.238495,40.465034,5628300
2016-08-04,41.497910,41.933056,41.405857,41.866108,41.080868,3640900
2016-08-05,42.058578,42.661087,42.058578,42.326359,41.532494,3185800
2016-08-08,42.368202,42.569038,41.790794,41.882847,41.097298,2529200
2016-08-09,40.778244,42.284519,40.519665,42.225941,41.433960,1288100
2016-08-10,42.234310,42.510460,41.924686,42.217575,41.425751,1413000
2016-08-11,42.451881,44.108788,42.426777,43.974895,43.150101,2381300
