Date,Open,High,Low,Close,Adj Close,Volume
1980-12-12,9.804748,10.081494,9.804748,9.923353,1.256126,453300
1980-12-15,9.923353,10.081494,9.923353,9.923353,1.256126,368600
1980-12-16,9.923353,10.041959,9.883818,10.041959,1.271139,241700
1980-12-17,10.041959,10.239635,10.041959,10.200100,1.291157,481300
1980-12-18,10.200100,10.279170,10.041959,10.041959,1.271139,595800
1980-12-19,10.041959,10.081494,9.725677,9.804748,1.241113,748800
1980-12-22,9.804748,10.160564,9.765212,10.160564,1.286152,844700
1980-12-23,10.160564,10.437311,10.160564,10.239635,1.296162,784700
1980-12-24,10.239635,10.239635,10.121029,10.160564,1.304282,319500
1980-12-26,10.200100,10.318706,10.200100,10.318706,1.324582,191500
1980-12-29,10.318706,10.397777,10.121029,10.160564,1.304282,422300
1980-12-30,10.160564,10.239635,10.081494,10.121029,1.299207,331500
1980-12-31,10.121029,10.160564,9.962889,10.160564,1.304282,326400
1981-01-02,10.160564,10.397777,10.160564,10.358241,1.329658,336600
1981-01-05,10.555918,10.872199,10.555918,10.872199,1.395632,837200
1981-01-06,10.872199,11.069876,10.832664,10.911735,1.400707,824700
1981-01-07,10.753593,10.753593,10.437311,10.674523,1.370257,1528300
1981-01-08,10.674523,10.714058,10.516382,10.595452,1.360107,638200
1981-01-09,10.595452,10.714058,10.516382,10.595452,1.360107,660700
1981-01-12,10.595452,10.753593,10.555918,10.555918,1.355032,533600
1981-01-13,10.555918,10.555918,10.397777,10.397777,1.334732,1053400
1981-01-14,10.397777,10.714058,10.397777,10.674523,1.370257,372400
1981-01-15,10.674523,11.030340,10.674523,10.793129,1.385482,757500
1981-01-16,10.793129,10.872199,10.753593,10.793129,1.385482,259800
1981-01-19,10.793129,10.951270,10.753593,10.872199,1.395632,643000
1981-01-20,10.872199,10.990806,10.634988,10.674523,1.370257,569000
1981-01-21,10.674523,10.674523,10.516382,10.595452,1.360107,533000
1981-01-22,10.595452,10.714058,10.476847,10.595452,1.360107,254300
1981-01-23,10.595452,10.634988,10.476847,10.555918,1.355032,274400
1981-01-26,10.555918,10.674523,10.555918,10.674523,1.370257,298000
1981-01-27,10.674523,10.832664,10.595452,10.793129,1.385482,693200
1981-01-28,10.793129,10.990806,10.753593,10.990806,1.410857,415600
1981-01-29,10.990806,11.148947,10.793129,10.832664,1.390558,932900
1981-01-30,10.832664,10.990806,10.793129,10.832664,1.390558,877000
1981-02-02,10.832664,10.911735,10.437311,10.634988,1.365183,966800
1981-02-03,10.634988,10.714058,10.516382,10.634988,1.365183,1052300
1981-02-04,10.634988,10.753593,10.634988,10.714058,1.375333,870200
1981-02-05,10.753593,11.109411,10.753593,11.069876,1.421008,830200
1981-02-06,11.069876,11.346622,11.069876,11.267552,1.446382,619200
1981-02-09,11.267552,11.307088,11.148947,11.188481,1.436233,349200
1981-02-10,11.188481,11.267552,11.109411,11.148947,1.431157,362300
1981-02-11,11.148947,11.188481,11.069876,11.109411,1.426083,260000
1981-02-12,11.069876,11.069876,10.872199,10.951270,1.405782,459000
1981-02-13,10.951270,10.990806,10.793129,10.911735,1.400707,160600
1981-02-17,10.911735,10.951270,10.832664,10.872199,1.395632,326200
1981-02-18,10.872199,10.911735,10.714058,10.753593,1.380406,1459600
1981-02-19,10.753593,10.793129,10.555918,10.634988,1.365183,530700
1981-02-20,10.634988,10.674523,10.555918,10.555918,1.355032,378900
1981-02-23,10.555918,10.832664,10.437311,10.674523,1.370257,1501100
